id,topic,subtopic,audience,setting,source_organization,source_url,source_information,health_message,story_title,story_summary,scenes
UGPH_0744,Sexual and reproductive health,Health-service information,Young adults,Ugandan health centre,UNICEF Uganda,https://www.unicef.org/uganda/all-key-family-care-practices,This example focuses on health-service information within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about health-service information and encourage appropriate use of trusted health services and guidance.",Health-service information: A Community Story 0744,A short Ugandan public-health story about health-service information for young adults.,"[{""scene_number"": 1, ""description"": ""A family puts a recommended health practice into their daily routine. The setting is a ugandan health centre."", ""caption"": ""Learning about health-service information can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a family puts a recommended health practice into their daily routine. the setting is a ugandan health centre. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about health-service information to the young adults."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a trained health worker or trusted community member explains information about health-service information to the young adults. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The story ends with the community putting the health message into practice."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the story ends with the community putting the health message into practice. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0113,Child health,Care seeking,Families,Ugandan health centre,UNICEF Uganda,https://www.unicef.org/uganda/stories/it-turns-deadly,This example focuses on care seeking within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about care seeking and encourage appropriate use of trusted health services and guidance.",Care seeking: A Community Story 0113,A short Ugandan public-health story about care seeking for families.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan health centre."", ""caption"": ""Learning about care seeking can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show residents attend a local health-education activity. the setting is a ugandan health centre. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about care seeking to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a trained health worker or trusted community member explains information about care seeking to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0505,Nutrition,Food and hygiene education,Families,Ugandan household,UNICEF Uganda,https://www.unicef.org/uganda/stories/tackling-malnutrition-through-infant-and-young-child-feeding-counselling-sessions,This example focuses on food and hygiene education within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about food and hygiene education and encourage appropriate use of trusted health services and guidance.",Food and hygiene education: A Community Story 0505,A short Ugandan public-health story about food and hygiene education for families.,"[{""scene_number"": 1, ""description"": ""A family learns about an important health practice. The setting is a ugandan household."", ""caption"": ""Learning about food and hygiene education can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a family learns about an important health practice. the setting is a ugandan household. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about food and hygiene education to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a trained health worker or trusted community member explains information about food and hygiene education to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The family leaves with clear guidance on the next appropriate step."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the family leaves with clear guidance on the next appropriate step. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1381,Newborn health,Keeping newborns warm,New mothers and caregivers,Ugandan home,UNICEF Uganda,https://www.unicef.org/uganda/key-practice-newborn-care,This example focuses on keeping newborns warm within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about keeping newborns warm and encourage appropriate use of trusted health services and guidance.",Keeping newborns warm: A Community Story 1381,A short Ugandan public-health story about keeping newborns warm for new mothers and caregivers.,"[{""scene_number"": 1, ""description"": ""A community health worker shares practical health information. The setting is a ugandan home."", ""caption"": ""Learning about keeping newborns warm can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show a community health worker shares practical health information. the setting is a ugandan home. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about keeping newborns warm to the new mothers and caregivers."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show a trained health worker or trusted community member explains information about keeping newborns warm to the new mothers and caregivers. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The community shares the message with other households."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show the community shares the message with other households. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1446,Malaria,Prevention,Families,Ugandan household,Uganda Ministry of Health / WHO Uganda,https://health.go.ug/now-we-can-now-we-must-uganda-pushes-for-a-malaria-free-future/,This example focuses on prevention within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about prevention and encourage appropriate use of trusted health services and guidance.",Prevention: A Community Story 1446,A short Ugandan public-health story about prevention for families.,"[{""scene_number"": 1, ""description"": ""A community health worker shares practical health information. The setting is a ugandan household."", ""caption"": ""Learning about prevention can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a community health worker shares practical health information. the setting is a ugandan household. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about prevention to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a trained health worker or trusted community member explains information about prevention to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The community shares the message with other households."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the community shares the message with other households. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0330,Maternal health,Skilled care seeking,Pregnant women and families,Ugandan community,UNICEF Uganda,https://www.unicef.org/uganda/key-practice-antenatal-care,This example focuses on skilled care seeking within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about skilled care seeking and encourage appropriate use of trusted health services and guidance.",Skilled care seeking: A Community Story 0330,A short Ugandan public-health story about skilled care seeking for pregnant women and families.,"[{""scene_number"": 1, ""description"": ""A family learns about an important health practice. The setting is a ugandan community."", ""caption"": ""Learning about skilled care seeking can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a family learns about an important health practice. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about skilled care seeking to the pregnant women and families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about skilled care seeking to the pregnant women and families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The family leaves with clear guidance on the next appropriate step."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the family leaves with clear guidance on the next appropriate step. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0764,Community health,Household health visits,Families,Ugandan household,WHO Uganda,https://www.who.int/about/accountability/results/who-results-report-2024-2025/country-profile/2024/uganda,This example focuses on household health visits within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about household health visits and encourage appropriate use of trusted health services and guidance.",Household health visits: A Community Story 0764,A short Ugandan public-health story about household health visits for families.,"[{""scene_number"": 1, ""description"": ""A family puts a recommended health practice into their daily routine. The setting is a ugandan household."", ""caption"": ""Learning about household health visits can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a family puts a recommended health practice into their daily routine. the setting is a ugandan household. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about household health visits to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a trained health worker or trusted community member explains information about household health visits to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The story ends with the community putting the health message into practice."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the story ends with the community putting the health message into practice. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0336,Child health,Child illness awareness,Parents and caregivers,Ugandan household,UNICEF Uganda,https://www.unicef.org/uganda/stories/it-turns-deadly,This example focuses on child illness awareness within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about child illness awareness and encourage appropriate use of trusted health services and guidance.",Child illness awareness: A Community Story 0336,A short Ugandan public-health story about child illness awareness for parents and caregivers.,"[{""scene_number"": 1, ""description"": ""A community health worker shares practical health information. The setting is a ugandan household."", ""caption"": ""Learning about child illness awareness can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a community health worker shares practical health information. the setting is a ugandan household. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about child illness awareness to the parents and caregivers."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a trained health worker or trusted community member explains information about child illness awareness to the parents and caregivers. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The community shares the message with other households."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the community shares the message with other households. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0278,Nutrition,Nutrition counselling,Mothers and caregivers,Ugandan community,UNICEF Uganda,https://www.unicef.org/uganda/stories/tackling-malnutrition-through-infant-and-young-child-feeding-counselling-sessions,This example focuses on nutrition counselling within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about nutrition counselling and encourage appropriate use of trusted health services and guidance.",Nutrition counselling: A Community Story 0278,A short Ugandan public-health story about nutrition counselling for mothers and caregivers.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan community."", ""caption"": ""Learning about nutrition counselling can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show residents attend a local health-education activity. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about nutrition counselling to the mothers and caregivers."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about nutrition counselling to the mothers and caregivers. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0074,Non-communicable diseases,Health screening,Adults,Ugandan health facility,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on health screening within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about health screening and encourage appropriate use of trusted health services and guidance.",Health screening: A Community Story 0074,A short Ugandan public-health story about health screening for adults.,"[{""scene_number"": 1, ""description"": ""A family puts a recommended health practice into their daily routine. The setting is a ugandan health facility."", ""caption"": ""Learning about health screening can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show a family puts a recommended health practice into their daily routine. the setting is a ugandan health facility. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about health screening to the adults."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show a trained health worker or trusted community member explains information about health screening to the adults. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The story ends with the community putting the health message into practice."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show the story ends with the community putting the health message into practice. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0339,Child health,Child health education,Parents,Ugandan community,UNICEF Uganda,https://www.unicef.org/uganda/stories/it-turns-deadly,This example focuses on child health education within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about child health education and encourage appropriate use of trusted health services and guidance.",Child health education: A Community Story 0339,A short Ugandan public-health story about child health education for parents.,"[{""scene_number"": 1, ""description"": ""A family puts a recommended health practice into their daily routine. The setting is a ugandan community."", ""caption"": ""Learning about child health education can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a family puts a recommended health practice into their daily routine. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about child health education to the parents."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about child health education to the parents. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The story ends with the community putting the health message into practice."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the story ends with the community putting the health message into practice. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1363,Community health,Referral awareness,Families,Ugandan community,WHO Uganda,https://www.who.int/about/accountability/results/who-results-report-2024-2025/country-profile/2024/uganda,This example focuses on referral awareness within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about referral awareness and encourage appropriate use of trusted health services and guidance.",Referral awareness: A Community Story 1363,A short Ugandan public-health story about referral awareness for families.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan community."", ""caption"": ""Learning about referral awareness can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show residents attend a local health-education activity. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about referral awareness to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about referral awareness to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1068,Environmental health,Water-source protection,Community members,Rural Ugandan community,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on water-source protection within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about water-source protection and encourage appropriate use of trusted health services and guidance.",Water-source protection: A Community Story 1068,A short Ugandan public-health story about water-source protection for community members.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a rural ugandan community."", ""caption"": ""Learning about water-source protection can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in rural Ugandan community, culturally appropriate homes and surroundings; show residents attend a local health-education activity. the setting is a rural ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about water-source protection to the community members."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in rural Ugandan community, culturally appropriate homes and surroundings; show a trained health worker or trusted community member explains information about water-source protection to the community members. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in rural Ugandan community, culturally appropriate homes and surroundings; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in rural Ugandan community, culturally appropriate homes and surroundings; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0746,Non-communicable diseases,Hypertension awareness,Adults,Ugandan community,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on hypertension awareness within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about hypertension awareness and encourage appropriate use of trusted health services and guidance.",Hypertension awareness: A Community Story 0746,A short Ugandan public-health story about hypertension awareness for adults.,"[{""scene_number"": 1, ""description"": ""A community health worker shares practical health information. The setting is a ugandan community."", ""caption"": ""Learning about hypertension awareness can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a community health worker shares practical health information. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about hypertension awareness to the adults."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about hypertension awareness to the adults. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The community shares the message with other households."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the community shares the message with other households. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0502,Nutrition,Dietary diversity,Families,Ugandan household,UNICEF Uganda,https://www.unicef.org/uganda/stories/tackling-malnutrition-through-infant-and-young-child-feeding-counselling-sessions,This example focuses on dietary diversity within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about dietary diversity and encourage appropriate use of trusted health services and guidance.",Dietary diversity: A Community Story 0502,A short Ugandan public-health story about dietary diversity for families.,"[{""scene_number"": 1, ""description"": ""A caregiver notices an issue and seeks appropriate guidance. The setting is a ugandan household."", ""caption"": ""Learning about dietary diversity can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a caregiver notices an issue and seeks appropriate guidance. the setting is a ugandan household. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about dietary diversity to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a trained health worker or trusted community member explains information about dietary diversity to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The caregiver follows the guidance and knows when to seek professional help."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the caregiver follows the guidance and knows when to seek professional help. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1585,Infectious disease awareness,Health-information sharing,Families,Ugandan community,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on health-information sharing within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about health-information sharing and encourage appropriate use of trusted health services and guidance.",Health-information sharing: A Community Story 1585,A short Ugandan public-health story about health-information sharing for families.,"[{""scene_number"": 1, ""description"": ""A family learns about an important health practice. The setting is a ugandan community."", ""caption"": ""Learning about health-information sharing can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a family learns about an important health practice. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about health-information sharing to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about health-information sharing to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The family leaves with clear guidance on the next appropriate step."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the family leaves with clear guidance on the next appropriate step. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
